id,product_id,designer,seller_id,sku,name,hsn_code,material,color,no_of_components,barcode,short_description,description,tags,gender,occasions,categories,product_url,created_at,updated_at
466,4124,Rata,51,ratastudio13,Tangy Dreams,0,"Assorted Glass Seed and Cylinder beads, Enamelled copper wire, Nylon thread",ORANGE,1,"ratastudio13, ratastudio13freesizeorange","A citrusy burst in beaded form - these orange floral earrings are zesty, bold, and full of cheer.","Introducing our captivating ""Tangy Dreams"" earrings, a delightful blend of vibrant oranges and radiant yellows that evoke memories of sun-drenched reveries and endless summer bliss. Each pair is meticulously crafted with unparalleled attention to detail, showcasing intricate beadwork in a whimsical floral motif. The heart of these blossoms boasts a luminous combination of glowing gold and vivid yellow hues, exuding an irresistible warmth and charm. Whether you're leisurely strolling along bustling city streets or basking in the golden rays of a lazy afternoon, the ""Tangy Dreams"" earrings promise to infuse your day with a burst of color and a touch of playful elegance.","mesh-garden, tangy-dreams, earring",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio13,23-11-2025 11:26,23-11-2025 11:26
467,4126,Rata,51,ratastudio14,Rise Above,0,"Assorted Glass Seed and Bugle beads, Enamelled copper wire, Sequins Nylon thread",YELLOW,1,"ratastudio14, ratastudio14freesizeyellow","Bright yellow petals stretch outward in these airy floral earrings, radiating optimism and flair.","An exquisite pair, where elegance meets craftsmanship in a stunning display of intricate design. Crafted with thoughtful precision, these earrings feature delicately woven wire adorned with subtle yellow glass beads, forming the graceful silhouette of blooming petals. The contrasting centre is a focal point that elevates the entire composition and adds depth to its allure. These captivating details are to inspire wearers to always rise above with grace and poise.","rise-above, mesh-garden, earring",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio14,23-11-2025 11:26,23-11-2025 11:26
468,4128,Rata,51,ratastudio15,Valley of Lily Long,0,"Assorted Glass Seed, Cylinder and Bugle Beads, Nylon Thread, Sequins,  Assorted Glass Seed, Cylinder and Bugle Beads, Nylon Thread, Sequins",WHITE,1,"ratastudio15, ratastudio15freesizewhite","A delicate trail of white lilies cascading down the ear - these long danglers feel like fresh garlands, soft and striking.","Why settle for just one when you can indulge in a Valley of Lilies! With each bead meticulously woven, the Valley of Lilies earrings come to life, showcasing a harmonious fusion of textures and patterns. This stunning pair seamlessly marries traditional bead-weaving methods with a modern design, resulting in a radiant accessory that adds a touch of glamour to any festive occasion.","valley-of-lily-long, earring, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio15,23-11-2025 11:26,23-11-2025 11:26
469,4130,Rata,51,ratastudio16,Sunrise Dangler,0,"Assorted Glass Cylinder Beads, Nylon Thread, Gold Plated Connector Ring,  Assorted Glass Cylinder Beads, Nylon Thread, Gold Plated Connector Ring",ORANGE,1,"ratastudio16, ratastudio16freesizeorange",Fiery orange petals edged in white and speckled with crimson - these tiger lily earrings bloom with drama.,"Inspired by the striking Tiger Lily, the Sunrise Danglers display a captivating fusion of fiery oranges and passionate reds, echoing the flower's vibrant hues. Intricate patterns emerge, showcasing the meticulous handweaving, artistry, and dedication required to craft this nature-inspired masterpiece. Combining craftsmanship with botanical beauty, these beaded danglers evolve into a stunning and timeless work of art.","sunrise-dangler, earring, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio16,23-11-2025 11:26,23-11-2025 11:26
470,4132,Rata,51,ratastudio17,Pink Gazer,0,"Assorted Glass Seed and Cylinder Beads, Acrylic Flower Beads, Nylon Thread, Crystals",PINK,1,"ratastudio17, ratastudio17freesizepink","Delicate and dramatic, this blooming lily trails down with soft pink petals and yellow tips.","Introducing an exquisite statement earring, inspired by the mesmerizing beauty of the Stargazer Lily. Crafted with meticulous attention to detail, this stunning accessory captures the essence of the ethereal flower, transforming its shimmery pink palette into a captivating beaded creation. Like the delicate petals of the Stargazer Lily, each bead in these earrings has been carefully selected to emulate the flower's natural radiance and grace. The soft, iridescent hues shimmer in the light, evoking the same enchanting allure that makes the Stargazer Lily a symbol of elegance and sophistication. No. of Components: 1","pink-gazer, earring, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio17,23-11-2025 11:26,23-11-2025 11:26
471,4134,Rata,51,ratastudio18,Gerbera Earrings,0,"Assorted Glass Seed and Bugle Beads, Sequins, Nylon Thread, Gold Plated Ring Connectors",RED,1,"ratastudio18, ratastudio18freesizered",Bold red petals with a dark centre - these floral earrings are equal parts fierce and feminine.,"A bold statement with a floral touch of elegance, our ""Gerbera"" beaded earrings draw inspiration from the vibrant beauty of the gerbera flower. Crafted with meticulous attention to detail, each petal is intricately formed with mathematically woven bold and intense red bugle beads, capturing the flower's essence. The contrasting center adds depth and dimension, mirroring the intricate details of a gerbera in full bloom. Wearing these earrings will imbue you with confidence and style, ensuring you command attention wherever you go.","gerbera-earrings, earring, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio18,23-11-2025 11:26,23-11-2025 11:26
472,4136,Rata,51,ratastudio19,Lady Rose Danglers,0,"Assorted Glass Seed Beads, Nylon Thread, Sequins, Crystals",RED AND GREEN,1,"ratastudio19, ratastudio19freesizeredandgreen","Crafted like a rose on its stem, these earrings celebrate love in full bloom with beaded detail.","An extension of our Rose Studs, this pair showcases two distinct variations of the flower, along with the intricately crafted stem and leaves, inspired by the elegance and grace of different phases of a rose. Each petal and leaf is woven using vibrant and shimmering beads, creating a lifelike representation of nature's beauty. These Danglers will enhance the charm of any graceful day or evening.","lady-rose-danglers-(new,-with-beads), earring, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio19,23-11-2025 11:26,23-11-2025 11:26
473,4138,Rata,51,ratastudio20,Signature House Patch Earrings,0,"Assorted Glass Seed Beads, Nylon Thread, Gold Plated Brass Wire",MULTICOLOR,1,"ratastudio20, ratastudio20freesizemulticolor",Miniature home-scapes captured in beadwork - these playful patch earrings are tiny windows into joy.,"The Miniature House Patch Earrings a heartfelt tribute to the sanctuary of the home, encapsulated in a pair of exquisite earrings. Each earring is a tiny replica of Rata's haven, a place where all beings are welcomed and surrounded by love. Let these Earrings be a symbol of your commitment to creating a beautiful space for all beings, wherever life may take you. Wear them proudly and let their presence inspire others to do the same.","signature-house-patch-earrings, signaure, earring",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio20,23-11-2025 11:26,23-11-2025 11:26
474,4142,Rata,51,ratastudio22,Paradise,0,"Assorted Glass Seed and Cylinder Beads, Crystals, Sequins, Nylon Thread",GREEN AND MULTICOLOR,1,"ratastudio22, ratastudio22freesizegreenandmulticolor","A riot of florals woven into a hair comb, this piece brings a burst of colour and handcrafted beauty. Just the right finishing touch for festive hairstyles or casual flair.","This hairpin features delicate beaded flowers nestled among tiny green grass accents, each element selected to mirror the beauty of a blossoming garden and add a touch of nature's charm to your hairstyle. Embrace the essence of the bloom as you enhance your look with this exquisite accessory. Let ""Paradise"" accompany you, imbuing your hair with a sense of natural beauty and timeless elegance.","paradise, mesh-garden, hairpin",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Accessories",https://thechicindian.com/product-details-sku/ratastudio22,23-11-2025 11:26,23-11-2025 11:26
475,4144,Rata,51,ratastudio23,Wired Pink Lily,0,"Assorted Glass Seed and Cylinder Beads, Nylon Thread, Enamelled Copper Wire",PINK,1,"ratastudio23, ratastudio23freesizepink","A sculpted lily in vibrant shades of pink - this floral hairpin is airy, elegant, and full of delicate drama.","As the varying shades of pink beads effortlessly meld together, delicately held in place by intricate wirework, they form the intricate shape of a lily flower. The distinct beauty of this accessory is found in its gracefully curved petals, a crucial detail meticulously preserved to ensure the flower's utmost elegance. The vibrant center, adorned with bright hues of orange and a touch of blue at the top, infuses the design with vitality, bringing the flower to life with dynamic energy. It serves as an invitation for admirers to explore the intricacies and admire the craftsmanship that is poured into creating such a breathtaking piece.","wired-pink-lily, hairpin, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Accessories",https://thechicindian.com/product-details-sku/ratastudio23,23-11-2025 11:26,23-11-2025 11:26
476,4150,Rata,51,ratastudio26,Iris Neck Piece,0,"Assorted Glass Seed Beads, Sequins, Nylon Thread, Crystals",PINK,1,"ratastudio26, ratastudio26freesizepink","Inspired by the delicate form of iris petals, this sculpted neckpiece flows in soft pinks and greens.","Inspired by the organic form movement and the enchanting beauty of the iris flower, this neckpiece captures nature's elegance in every detail. Each petal, meticulously crafted and assembled by hand, reflects the soft yet deep hues of the iris, creating a harmonious blend of color and form. The delicate green cord wraps gently around your neck, allowing the bloom to cascade with grace, making it an exquisite choice for serene and special occasions. Let the Iris Bloom Neckpiece be a symbol of your connection to the natural world, radiating both tranquility and style.","iris-neck-piece, neckpiece, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio26,23-11-2025 11:26,23-11-2025 11:26
477,4152,Rata,51,ratastudio27,Glorious Gleam,0,"Assorted Glass Seed and Cylinder Beads, Crystals, Enamelled copper wire",MULTICOLOR,1,"ratastudio27, ratastudio27freesizemulticolor",A cascade of wired blossoms in warm ombr hues - this neckpiece glows with golden-pink radiance.,"Inspired by the intricate technique of crochet and the limitless possibilities of wire, this neckpiece radiates with a captivating brilliance that commands attention. Referring to the simple yet profound geometry of the cone, each element of this neckpiece is woven using wire, and adorned with shimmering crystals and glass beads. The organic arrangement of multiple conicals creates a sense of fluidity and movement, a homage to the inherent harmony between nature's geometric precision and organic spontaneity. Let the glorious gleam reflect your inner light","wire-crochet, glorious-gleam, neckpiece",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio27,23-11-2025 11:26,23-11-2025 11:26
478,4154,Rata,51,ratastudio28,Chroma,0,"Assorted Glass Seed and Cylinder beads, Enamelled copper wire, Crystals,Nylon thread.",PINK BLUE YELLOW,1,"ratastudio28, ratastudio28freesizepinkblueyellow","Three wired blooms in blue, yellow, and pink collide in a bold, colourful celebration - a RATA classic neckpiece.","Daring to defy convention, ""Chroma"" is a celebration of vibrant hues and dynamic energy. Delicate strands of wire intertwine to form mesmerising blue, pink, and yellow blooms, evoking a sense of boundless creativity and self-expression. The addition of carefully selected crystals within these flowers elevates the piece to new heights of luxury and refinement. Each crystal reflects and refracts light, casting a mesmerizing glow that captivates all who behold it. As the light dances across the surface, both wearer and observer are enveloped in a radiant aura, adding a touch of enchantment to any occasion.","chroma-(rata-signature-wired-neck-piece), wire-crochet, neckpiece",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio28,23-11-2025 11:26,23-11-2025 11:26
479,4156,Rata,51,ratastudio29,Daffodil Cascade,0,"Assorted Glass Seed beads, Enamelled copper wire, Nylon thread",GREEN AND YELLOW,1,"ratastudio29, ratastudio29freesizegreenandyellow",Trailing yellow daffodils fall along a winding vine - a cascading neckpiece.,"Resembling a flowing cascade of flowers, this necklace showcases budding daffodil blooms intricately woven into its design. Some blossoms gracefully ascend, while others cascade downwards, forming a captivating visual reminiscent of a daffodil bouquet in bloom. The necklace's versatility allows for various styling options, with each delicate elongated leaf enhancing its enchanting allure as it wraps around your neck. Immerse yourself in the tranquility of a lush garden in full bloom with every wear, as its intricate design and adaptable styling options inspire you to embrace your unique elegance and grace.","daffodil-cascade, mesh-garden, neckpiece",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio29,23-11-2025 11:26,23-11-2025 11:26
480,4158,Rata,51,ratastudio30,Bloom Bound,0,"Assorted Glass Seed Beads,  Nylon Thread, Enamelled copper wire, Yarn, Crystal, Assorted Glass Seed Beads,  Nylon Thread, Enamelled copper wire, Yarn, Crystal  ",PINK AND GREEN,1,"ratastudio30, ratastudio30freesizepinkandgreen","A single soft pink bloom rests at the edge of a coiled green cord - this neckpiece wraps gently around the neck, balancing softness with sculptural beauty.","Introducing our exquisite wrap-around beaded choker neck piece. The radiant pink flower, delicately crafted with wire and beads, cascading gracefully from the neckline. The focal point of this piece, the flower captures attention with its intricate detailing and vibrant hue. The simplicity of the design ensures versatility, allowing it to seamlessly transition from special occasions to everyday wear. Flaunt it with confidence and grace, and let it be the crowning jewel of your ensemble.","bloom-bound, mesh-garden, neckpiece",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio30,23-11-2025 11:26,23-11-2025 11:26
481,4164,Rata,51,ratastudio33,Blue gazer choker,0,"Assorted Glass Seed and  Cylinder Beads, Nylon Thread, Crystal, Silver Metal wire",BLUE,1,"ratastudio33, ratastudio33freesizeblue",An electric blue bloom choker.,"Inspired by the captivating allure of the star gazer lily flower, this neckpiece transforms its soft pink hues into a striking array of bold and serene blues. The mesmerizing interplay of glass beads in shades of teal, blue, and purple exudes brilliance, commanding attention from across the room. Intricate pollen details, reminiscent of the natural elegance of the stargazer lily, infuse the design with depth and sophistication. The Blue Gazer Choker makes a bold statement of style and confidence, adding a touch of glamour to any attire. Let it serve as a reflection of the wearer's unique personality and flair.","blue-gazer-choker, neckpiece, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio33,23-11-2025 11:26,23-11-2025 11:26
482,4166,Rata,51,ratastudio34,Lotus pond Neckpiece with earrings,0,"Assorted Glass Seed Beads, Crystals, Nylon Thread",PINK BLUE AND GREEN,1,"ratastudio34, ratastudio34freesizepinkblueandgreen","A serene string of lotus blooms in soft pink and blue, paired with matching earrings.","Introducing the enchanting Lotus Pond Neck Piece, where the ethereal beauty of the lotus flower is transformed into a stunning wearable masterpiece. Inspired by the serene growth of a lotus in a tranquil pond, this exquisite creation embodies nature's grace. Meticulously crafted lotus flowers, delicately beaded in subtle tones of pink, ensure every detail reflects the mesmerizing beauty of a real lotus in full bloom. The intricate weaving technique adds depth and texture, enhancing the overall allure of the piece. Embrace the magic of nature and adorn yourself with the timeless beauty of the Lotus Pond Neck Piece, symbolizing purity, renewal, and grace.","neckpiece, lotus-pond-neckpiece-with-earrings, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio34,23-11-2025 11:26,23-11-2025 11:26
483,4168,Rata,51,ratastudio35,Starlight Ring (Small),0,"Assorted Glass Seed and Bugle Beads, Nylon Thread, Sequins",WHITE PINK,1,"ratastudio35, ratastudio35freesizewhitepink","A burst of fine white and pink beaded lines, this ring is playful, light, and starry-eyed.","The Star Light Ring captures the essence of celestial beauty, resembling a starlit night with its shimmering bugle beads. This fusion of glamour and femininity is meticulously handcrafted with precision and adorned with exquisite bugle beads. The silver hue adds a touch of celestial allure, while delicate pink glass beads infuse sophistication and femininity into this enchanting piece.","starlight-ring-(small), ring, sanctuary-of-shine",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio35,23-11-2025 11:26,23-11-2025 11:26
484,4170,Rata,51,ratastudio36,Signature Garden Ring,0,"Assorted Glass Seed Beads, Nylon Thread",GREEN,1,"ratastudio36, ratastudio36freesizegreen",A lush green base dotted with tiny beaded blooms - this ring is like wearing a miniature garden on your finger.,"The green volumes in the ring serve as a canvas for Rata's flowers to bloom. It is within this beautiful landscape that the three signature-coloured flowers stand out most vibrantly. Wearing the Rata Signature Ring is like carrying a piece of our brand's essence - a garden that bursts with life and embodies the ethos of joy, vibrancy, and elegance.","signature, signature-garden-ring, ring",Women,"party wear, date night, sundowner, brunch, evening wear, bridal shower, luxury dinner, red carpet, wedding guest, cocktail, formal wear, birthday, gala, office wear, business meeting, everyday wear, casual outing, engagement, graduation, anniversary, special milestone, neckpiece, bracelet, earrings, brooch pins, rings, statement neckpiece, beaded bracelet, drop earrings, stud earrings, charm bracelet, layered neckpiece, bold rings, premium, handcrafted, artisanal, limited edition, wearable art, chic, elegant, bold, contemporary, trendy, statement, timeless, sophisticated, luxe, versatile, stylish, fashion-forward, standout, expressive, exclusive, refined, playful, vibrant, collectible, sustainable, slow fashion, handwoven, one of a kind, heirloom, intentional, mindful","Women, Jewellery",https://thechicindian.com/product-details-sku/ratastudio36,23-11-2025 11:26,23-11-2025 11:26
